,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
0,+31830,385,20231024151500,+31844,+31844,+31814,,,,
1,+31844,3609,20231024150000,+31781,+31847,+31768,,,,
2,+31792,3146,20231024144500,+31804,+31826,+31755,,,,
3,+31803,3192,20231024143000,+31772,+31843,+31772,,,,
4,+31773,3643,20231024141500,+31803,+31810,+31727,,,,
5,+31802,3429,20231024140000,+31686,+31804,+31670,,,,
6,+31672,2639,20231024134500,+31587,+31694,+31582,,,,
7,+31589,2656,20231024133000,-31524,+31631,-31520,,,,
8,-31524,2579,20231024131500,-31477,+31562,-31472,,,,
9,-31474,2122,20231024130000,+31498,+31523,+31433,,,,
10,-31480,1811,20231024124500,+31503,+31528,+31465,,,,
11,-31506,1356,20231024123000,-31438,+31508,-31435,,,,
12,-31451,1912,20231024121500,+31454,+31521,+31437,,,,
13,-31460,1524,20231024120000,+31532,+31551,+31457,,,,
14,-31532,1825,20231024114500,+31595,+31615,+31517,,,,
15,+31595,2520,20231024113000,+31574,+31627,-31527,,,,
16,+31557,3560,20231024111500,-31363,+31584,-31358,,,,
17,-31362,2658,20231024110000,+31269,+31375,+31261,,,,
18,-31285,3267,20231024104500,+31224,+31287,+31198,,,,
19,-31211,4849,20231024103000,+31286,+31304,+31177,,,,
20,-31284,5597,20231024101500,+31471,+31496,+31272,,,,
21,-31470,3827,20231024100000,+31530,+31545,+31466,,,,
22,-31528,4760,20231024094500,+31556,+31591,-31495,,,,
23,+31555,4636,20231024093000,+31628,+31653,-31527,,,,
24,+31621,5901,20231024091500,+31670,+31695,+31551,,,,
25,+31669,10344,20231024090000,+31734,+31774,+31626,,,,
26,-31550,9133,20231023153000,+31544,+31550,+31541,,,,
27,-31544,1620,20231023151500,+31558,+31569,+31534,,,,
28,-31560,4135,20231023150000,+31531,+31584,+31509,,,,
29,-31542,3321,20231023144500,+31543,+31572,+31513,,,,
30,-31542,3049,20231023143000,+31567,+31569,+31520,,,,
31,-31565,3511,20231023141500,+31557,+31577,+31520,,,,
32,-31556,2321,20231023140000,+31537,+31589,+31536,,,,
33,-31544,2390,20231023134500,+31564,+31568,+31533,,,,
34,-31548,2824,20231023133000,+31610,+31627,+31545,,,,
35,-31610,2280,20231023131500,+31671,+31676,+31605,,,,
36,-31669,2089,20231023130000,+31587,+31675,+31583,,,,
37,-31601,1718,20231023124500,+31610,+31637,+31581,,,,
38,-31612,1634,20231023123000,+31615,+31633,+31590,,,,
39,-31615,1611,20231023121500,+31614,+31633,+31589,,,,
40,-31613,1934,20231023120000,+31602,+31632,+31572,,,,
41,-31604,1872,20231023114500,+31613,+31634,+31586,,,,
42,-31624,2233,20231023113000,+31643,+31675,+31608,,,,
43,-31642,2379,20231023111500,+31673,+31677,+31624,,,,
44,-31673,3036,20231023110000,+31732,+31739,+31655,,,,
45,-31719,2386,20231023104500,+31730,+31760,+31700,,,,
46,-31731,2523,20231023103000,+31763,+31784,+31714,,,,
47,-31763,2761,20231023101500,-31716,+31796,-31700,,,,
48,-31717,3262,20231023100000,+31767,+31793,+31714,,,,
49,-31765,3692,20231023094500,+31742,+31795,-31718,,,,
50,-31726,3855,20231023093000,-31645,+31794,-31626,,,,
51,-31644,5735,20231023091500,+31827,+31828,+31600,,,,
52,+31829,11858,20231023090000,-31743,+31830,-31638,,,,
53,-31796,13092,20231020153000,+31790,+31800,+31780,,,,
54,-31790,2042,20231020151500,+31819,+31834,+31777,,,,
55,-31814,4827,20231020150000,+31799,+31843,+31773,,,,
56,-31794,4596,20231020144500,+31864,+31902,+31771,,,,
57,-31864,3938,20231020143000,+31949,+31953,+31856,,,,
58,-31947,3194,20231020141500,+31920,+31954,+31904,,,,
59,-31902,3169,20231020140000,+31966,+31971,+31901,,,,
60,-31953,3607,20231020134500,+31948,+31993,+31930,,,,
61,-31947,3452,20231020133000,+31914,+31987,+31914,,,,
62,-31931,2271,20231020131500,+31899,+31933,+31875,,,,
63,-31898,2712,20231020130000,+31885,+31939,+31869,,,,
64,-31882,1981,20231020124500,+31846,+31924,+31841,,,,
65,-31844,2456,20231020123000,+31856,+31877,+31821,,,,
66,-31856,1797,20231020121500,+31869,+31887,+31838,,,,
67,-31884,2361,20231020120000,+31839,+31889,+31831,,,,
68,-31842,3021,20231020114500,+31751,+31861,+31731,,,,
69,-31752,2280,20231020113000,+31713,+31760,+31694,,,,
70,-31713,2693,20231020111500,+31735,+31742,+31691,,,,
71,-31721,2745,20231020110000,+31716,+31766,+31705,,,,
72,-31715,3061,20231020104500,+31742,+31762,+31702,,,,
73,-31742,3196,20231020103000,+31740,+31756,+31691,,,,
74,-31727,4080,20231020101500,+31648,+31743,+31628,,,,
75,-31649,5027,20231020100000,+31692,+31767,+31646,,,,
76,-31689,4945,20231020094500,+31700,+31702,+31647,,,,
77,-31699,5924,20231020093000,+31796,+31799,+31683,,,,
78,-31776,8294,20231020091500,+31824,+31859,+31744,,,,
79,-31836,11953,20231020090000,+31945,+32018,+31822,,,,
80,-32276,13221,20231019153000,+32287,+32287,+32275,,,,
81,-32287,2182,20231019151500,+32272,+32306,+32268,,,,
82,-32288,4694,20231019150000,+32295,+32302,+32255,,,,
83,-32296,3987,20231019144500,+32275,+32304,+32265,,,,
84,-32272,3521,20231019143000,+32304,+32318,+32271,,,,
85,-32288,3365,20231019141500,+32321,+32337,+32285,,,,
86,-32319,2682,20231019140000,+32322,+32336,+32299,,,,
87,-32318,3391,20231019134500,+32298,+32329,+32263,,,,
88,-32297,2857,20231019133000,+32307,+32336,+32293,,,,
89,-32306,3244,20231019131500,+32332,+32340,+32297,,,,
90,-32334,2066,20231019130000,+32323,+32342,+32297,,,,
91,-32321,2438,20231019124500,+32311,+32333,+32278,,,,
92,-32311,2132,20231019123000,+32273,+32316,+32258,,,,
93,-32259,3112,20231019121500,+32291,+32313,+32240,,,,
94,-32289,2840,20231019120000,+32307,+32346,+32286,,,,
95,-32320,2974,20231019114500,+32331,+32360,+32299,,,,
96,-32329,2750,20231019113000,+32355,+32360,+32311,,,,
97,-32335,2898,20231019111500,+32389,+32394,+32335,,,,
98,-32388,3159,20231019110000,+32368,+32418,+32361,,,,
99,-32370,3551,20231019104500,+32396,+32419,+32351,,,,
100,-32399,4103,20231019103000,+32481,+32508,+32383,,,,
101,-32467,3060,20231019101500,+32428,+32493,+32425,,,,
102,-32445,4637,20231019100000,+32462,+32467,+32383,,,,
103,-32461,4597,20231019094500,+32420,+32483,+32386,,,,
104,-32426,5158,20231019093000,+32371,+32428,+32345,,,,
105,-32369,8394,20231019091500,+32350,+32417,+32328,,,,
106,-32348,14701,20231019090000,+32475,+32484,+32342,,,,
107,+32882,20327,20231018153000,+32879,+32882,+32868,,,,
108,+32879,2249,20231018151500,+32883,+32897,+32857,,,,
109,+32885,6180,20231018150000,+32869,+32906,+32843,,,,
110,+32881,5755,20231018144500,+32821,+32885,+32819,,,,
111,+32836,5982,20231018143000,+32804,+32860,+32804,,,,
112,+32822,4471,20231018141500,+32806,+32843,+32804,,,,
113,+32807,3546,20231018140000,+32856,+32857,+32803,,,,
114,+32858,3692,20231018134500,+32878,+32888,+32838,,,,
115,+32880,4388,20231018133000,+32846,+32892,+32833,,,,
116,+32833,4820,20231018131500,+32863,+32881,+32827,,,,
117,+32859,2647,20231018130000,+32877,+32889,+32844,,,,
118,+32866,2674,20231018124500,+32858,+32882,+32837,,,,
119,+32858,3454,20231018123000,+32870,+32872,+32836,,,,
120,+32857,3738,20231018121500,+32873,+32889,+32842,,,,
121,+32871,2562,20231018120000,+32865,+32901,+32851,,,,
122,+32850,2467,20231018114500,+32798,+32876,+32793,,,,
123,+32812,2370,20231018113000,+32842,+32869,+32797,,,,
124,+32856,2804,20231018111500,+32798,+32861,+32795,,,,
125,+32813,2900,20231018110000,+32766,+32866,+32766,,,,
126,+32782,2977,20231018104500,+32767,+32823,+32760,,,,
127,+32782,3810,20231018103000,+32817,+32842,+32762,,,,
128,+32822,3376,20231018101500,+32744,+32822,-32734,,,,
129,+32742,3982,20231018100000,+32739,+32762,-32700,,,,
130,+32741,6128,20231018094500,+32798,+32829,-32724,,,,
131,+32797,6128,20231018093000,+32737,+32805,-32715,,,,
132,-32719,7570,20231018091500,-32672,+32770,-32643,,,,
133,-32671,13133,20231018090000,+32632,+32770,+32612,,,,
134,+32735,6633,20231017153000,+32763,+32763,+32735,,,,
135,+32763,1733,20231017151500,+32767,+32792,+32749,,,,
136,+32770,4971,20231017150000,+32764,+32826,+32755,,,,
137,+32763,3363,20231017144500,+32783,+32811,+32747,,,,
138,+32786,3250,20231017143000,+32727,+32799,+32714,,,,
139,+32720,2717,20231017141500,+32736,+32784,+32719,,,,
140,+32736,2443,20231017140000,+32739,+32757,+32698,,,,
141,+32740,2501,20231017134500,+32755,+32784,+32715,,,,
142,+32768,2469,20231017133000,+32779,+32797,+32750,,,,
143,+32784,2939,20231017131500,+32758,+32809,+32735,,,,
144,+32756,2116,20231017130000,+32749,+32776,+32725,,,,
145,+32746,2944,20231017124500,+32753,+32765,+32691,,,,
146,+32735,2211,20231017123000,+32798,+32809,+32728,,,,
147,+32788,2931,20231017121500,+32718,+32801,+32695,,,,
148,+32705,3993,20231017120000,+32639,+32723,+32626,,,,
149,+32634,2103,20231017114500,+32642,+32663,+32616,,,,
150,+32639,1922,20231017113000,+32615,+32648,+32597,,,,
151,+32615,1646,20231017111500,+32609,+32627,+32581,,,,
152,+32596,2102,20231017110000,+32621,+32672,+32590,,,,
153,+32633,2319,20231017104500,+32547,+32646,+32528,,,,
154,+32545,3117,20231017103000,+32533,+32561,+32501,,,,
155,+32530,3163,20231017101500,+32576,+32598,+32515,,,,
156,+32591,2997,20231017100000,+32587,+32591,+32533,,,,
157,+32585,3849,20231017094500,+32556,+32585,+32506,,,,
158,+32556,3863,20231017093000,+32588,+32615,+32510,,,,
159,+32604,5122,20231017091500,+32570,+32631,+32558,,,,
160,+32572,9044,20231017090000,+32570,+32626,+32527,,,,
161,-32329,9563,20231016153000,+32354,+32358,+32329,,,,
162,-32354,1503,20231016151500,+32349,+32370,+32331,,,,
163,-32352,4348,20231016150000,+32283,+32373,+32272,,,,
164,-32285,3711,20231016144500,+32256,+32297,+32209,,,,
165,-32255,4274,20231016143000,+32274,+32279,+32219,,,,
166,-32273,3309,20231016141500,+32233,+32279,+32211,,,,
167,-32247,3250,20231016140000,+32211,+32258,+32191,,,,
168,-32195,2287,20231016134500,+32155,+32217,+32146,,,,
169,-32172,2099,20231016133000,+32181,+32202,+32147,,,,
170,-32167,1955,20231016131500,+32144,+32184,+32132,,,,
171,-32157,2194,20231016130000,+32175,+32199,+32141,,,,
172,-32182,1710,20231016124500,+32167,+32184,+32142,,,,
173,-32166,1675,20231016123000,+32156,+32175,+32134,,,,
174,-32154,2313,20231016121500,+32174,+32196,+32132,,,,
175,-32189,2824,20231016120000,+32238,+32248,+32170,,,,
176,-32236,1836,20231016114500,+32265,+32268,+32223,,,,
177,-32265,1893,20231016113000,+32276,+32299,+32250,,,,
178,-32277,1933,20231016111500,+32265,+32305,+32257,,,,
179,-32278,3218,20231016110000,+32292,+32315,+32219,,,,
180,-32292,2392,20231016104500,+32366,+32366,+32292,,,,
181,-32365,2736,20231016103000,+32394,+32424,+32316,,,,
182,-32395,3620,20231016101500,+32435,+32448,+32364,,,,
183,-32448,3167,20231016100000,+32381,+32476,+32381,,,,
184,-32401,3413,20231016094500,+32393,+32410,+32350,,,,
185,-32380,4077,20231016093000,+32500,+32522,+32375,,,,
186,-32498,6125,20231016091500,+32559,+32559,-32411,,,,
187,-32561,11672,20231016090000,-32410,+32600,-32393,,,,
188,-32577,5253,20231013153000,+32593,+32595,+32577,,,,
189,-32593,1623,20231013151500,+32600,+32610,+32573,,,,
190,-32593,3249,20231013150000,+32602,+32613,+32570,,,,
191,-32607,2787,20231013144500,+32580,+32616,+32572,,,,
192,-32597,3003,20231013143000,+32606,+32617,+32572,,,,
193,-32591,2793,20231013141500,+32583,+32612,+32562,,,,
194,-32582,2742,20231013140000,+32572,+32588,+32547,,,,
195,-32574,2664,20231013134500,+32596,+32610,+32550,,,,
196,-32610,2216,20231013133000,+32609,+32631,+32583,,,,
197,-32611,2609,20231013131500,+32606,+32630,+32585,,,,
198,-32605,1976,20231013130000,+32617,+32646,+32586,,,,
199,-32634,2431,20231013124500,+32603,+32642,+32579,,,,
200,-32588,2734,20231013123000,+32610,+32632,+32560,,,,
201,-32624,2226,20231013121500,+32655,+32660,+32606,,,,
202,-32653,1857,20231013120000,+32656,+32675,+32631,,,,
203,-32657,2282,20231013114500,+32666,+32675,+32639,,,,
204,-32651,2372,20231013113000,+32660,+32677,+32638,,,,
205,-32674,2579,20231013111500,+32672,+32692,+32651,,,,
206,-32675,2611,20231013110000,+32639,+32701,+32629,,,,
207,-32655,3457,20231013104500,+32635,+32674,+32616,,,,
208,-32636,3323,20231013103000,+32658,+32669,+32591,,,,
209,-32658,3278,20231013101500,+32647,+32699,+32606,,,,
210,-32661,3239,20231013100000,+32656,+32696,+32624,,,,
211,-32657,4491,20231013094500,+32636,+32679,+32604,,,,
212,-32633,5326,20231013093000,+32640,+32685,+32573,,,,
213,-32642,6709,20231013091500,+32705,+32733,+32586,,,,
214,-32693,11945,20231013090000,+32611,+32720,+32543,,,,
215,+32885,19027,20231012153000,+32848,+32885,+32844,,,,
216,+32848,1759,20231012151500,+32825,+32874,+32825,,,,
217,+32844,4145,20231012150000,+32749,+32859,+32720,,,,
218,+32742,3437,20231012144500,+32764,+32772,+32698,,,,
219,+32764,3840,20231012143000,+32734,+32784,+32706,,,,
220,+32723,2649,20231012141500,+32744,+32747,+32698,,,,
221,+32730,2398,20231012140000,+32738,+32760,+32718,,,,
222,+32755,2304,20231012134500,+32756,+32768,+32731,,,,
223,+32755,2722,20231012133000,+32747,+32781,+32724,,,,
224,+32764,2584,20231012131500,+32776,+32802,+32741,,,,
225,+32792,2640,20231012130000,+32771,+32803,+32752,,,,
226,+32768,2065,20231012124500,+32760,+32803,+32748,,,,
227,+32763,2022,20231012123000,+32747,+32781,+32736,,,,
228,+32746,1953,20231012121500,+32725,+32761,+32711,,,,
229,+32725,1777,20231012120000,+32735,+32761,+32708,,,,
230,+32735,2285,20231012114500,+32751,+32764,+32701,,,,
231,+32751,2710,20231012113000,+32809,+32820,+32734,,,,
232,+32792,2515,20231012111500,+32764,+32819,+32741,,,,
233,+32747,2899,20231012110000,+32800,+32812,+32747,,,,
234,+32801,3214,20231012104500,+32801,+32839,+32778,,,,
235,+32816,3022,20231012103000,+32790,+32833,+32773,,,,
236,+32772,3301,20231012101500,+32774,+32812,+32756,,,,
237,+32775,5221,20231012100000,+32855,+32858,+32741,,,,
238,+32842,4232,20231012094500,+32789,+32860,+32784,,,,
239,+32788,5670,20231012093000,+32781,+32820,+32753,,,,
240,+32764,6847,20231012091500,+32722,+32818,+32722,,,,
241,+32724,11582,20231012090000,+32689,+32834,+32689,,,,
242,+32474,15101,20231011153000,+32479,+32479,+32458,,,,
243,+32479,1751,20231011151500,+32466,+32498,+32454,,,,
244,+32467,5162,20231011150000,+32573,+32579,+32421,,,,
245,+32554,3453,20231011144500,+32566,+32611,+32551,,,,
246,+32568,3405,20231011143000,+32613,+32644,+32554,,,,
247,+32618,3981,20231011141500,+32570,+32643,+32568,,,,
248,+32585,3135,20231011140000,+32568,+32596,+32541,,,,
249,+32556,3522,20231011134500,+32594,+32613,+32537,,,,
250,+32579,4284,20231011133000,+32630,+32636,+32556,,,,
251,+32630,4915,20231011131500,+32666,+32691,+32587,,,,
252,+32681,3547,20231011130000,+32717,+32726,+32663,,,,
253,+32703,2396,20231011124500,+32686,+32719,+32679,,,,
254,+32700,2679,20231011123000,+32661,+32726,+32657,,,,
255,+32661,2267,20231011121500,+32632,+32679,+32614,,,,
256,+32618,2360,20231011120000,+32635,+32660,+32614,,,,
257,+32634,2523,20231011114500,+32641,+32670,+32620,,,,
258,+32642,2616,20231011113000,+32596,+32659,+32594,,,,
259,+32600,3312,20231011111500,+32576,+32616,+32570,,,,
260,+32577,2811,20231011110000,+32593,+32599,+32554,,,,
261,+32591,3190,20231011104500,+32572,+32614,+32549,,,,
262,+32572,3909,20231011103000,+32551,+32590,+32539,,,,
263,+32552,3965,20231011101500,+32539,+32589,+32516,,,,
264,+32540,4144,20231011100000,+32530,+32556,+32474,,,,
265,+32531,4864,20231011094500,+32543,+32595,+32522,,,,
266,+32557,4422,20231011093000,+32511,+32579,+32506,,,,
267,+32514,6887,20231011091500,+32496,+32539,+32417,,,,
268,+32506,14511,20231011090000,+32396,+32550,+32395,,,,
269,+31911,9500,20231010153000,+31936,+31936,+31906,,,,
270,+31936,3103,20231010151500,+31958,+31974,+31911,,,,
271,+31968,5251,20231010150000,+31989,+32007,+31950,,,,
272,+31971,4319,20231010144500,+32056,+32056,+31958,,,,
273,+32041,4745,20231010143000,+31935,+32064,+31930,,,,
274,+31935,5022,20231010141500,+31966,+31980,+31923,,,,
275,+31965,3641,20231010140000,+32062,+32067,+31963,,,,
276,+32061,2898,20231010134500,+32069,+32075,+32029,,,,
277,+32069,2940,20231010133000,+32077,+32090,+32034,,,,
278,+32059,4484,20231010131500,+32076,+32080,+31997,,,,
279,+32075,3452,20231010130000,+32114,+32116,+32051,,,,
280,+32101,3256,20231010124500,+32164,+32170,+32092,,,,
281,+32148,2383,20231010123000,+32192,+32201,+32146,,,,
282,+32195,2407,20231010121500,+32223,+32234,+32174,,,,
283,+32223,2024,20231010120000,+32244,+32265,+32207,,,,
284,+32244,1868,20231010114500,+32305,+32306,+32238,,,,
285,+32304,1938,20231010113000,+32266,+32308,+32264,,,,
286,+32278,2250,20231010111500,+32303,+32317,+32258,,,,
287,+32304,3659,20231010110000,+32296,+32359,+32282,,,,
288,+32292,3105,20231010104500,+32349,+32349,+32257,,,,
289,+32349,3259,20231010103000,+32355,+32386,+32328,,,,
290,+32341,4135,20231010101500,+32326,+32359,+32298,,,,
291,+32326,4871,20231010100000,+32352,+32373,+32283,,,,
292,+32355,6651,20231010094500,+32453,+32459,+32339,,,,
293,+32435,6626,20231010093000,+32455,+32483,+32418,,,,
294,+32458,8999,20231010091500,+32379,+32485,+32361,,,,
295,+32362,22031,20231010090000,+32297,+32386,+32260,,,,
296,+31894,5870,20231006153000,+31915,+31915,+31893,,,,
297,+31915,1458,20231006151500,+31936,+31936,+31905,,,,
298,+31932,4241,20231006150000,+31871,+31939,-31853,,,,
299,+31870,3516,20231006144500,-31856,+31887,-31844,,,,
